Team,ScoreDescending,Overs,RPO,Lead,Inns,Result,Opposition,Ground,Start Date,Declared,Wickets
England,141,107.66666666666667,1.3,-238,4,lost,Australia,Nottingham,1934-06-08,0,10
England,141,,1.71,-504,2,lost,Australia,Brisbane,1946-11-29,0,10
New Zealand,141,80.33333333333333,1.75,-162,4,lost,India,Wankhede,1976-11-10,0,10
West Indies,141,36.833333333333336,3.82,1,4,won,Australia,Bridgetown,1978-03-17,0,1
Australia,141,54.666666666666664,2.57,141,1,lost,England,Melbourne,1986-12-26,0,10
Sri Lanka,141,48.666666666666664,2.89,-106,3,lost,India,Nagpur,1986-12-27,0,10
India,141,28.0,5.03,336,3,won,New Zealand,Bengaluru,1988-11-12,1,1
India,141,55.166666666666664,2.55,-300,4,lost,Australia,Perth,1992-02-01,0,10
Pakistan,141,45.166666666666664,3.12,4,4,won,England,Lord's,1992-06-18,0,8
India,141,82.0,1.71,-176,4,draw,South Africa,Johannesburg,1992-11-26,0,4
Pakistan,141,41.0,3.43,4,4,won,New Zealand,Auckland,1994-02-10,0,5
Zimbabwe,141,53.166666666666664,2.65,141,1,lost,Sri Lanka,Colombo (SSC),1996-09-18,0,10
West Indies,141,38.333333333333336,3.67,-178,4,lost,South Africa,Gqeberha,1998-12-10,0,10
Zimbabwe,141,50.833333333333336,2.77,-219,3,lost,South Africa,Harare,1999-11-11,0,10
West Indies,141,51.833333333333336,2.72,129,3,lost,Australia,Adelaide,2000-12-15,0,10
South Africa,141,61.166666666666664,2.3,-84,2,lost,West Indies,Kingston,2001-04-19,0,10
Sri Lanka,141,51.333333333333336,2.74,141,1,lost,England,Birmingham,2006-05-25,0,10
West Indies,141,42.166666666666664,3.34,-283,3,lost,England,Leeds,2007-05-25,0,10
Zimbabwe,141,56.5,2.49,87,3,lost,Pakistan,Bulawayo,2011-09-01,0,10
England,141,55.0,2.56,42,2,lost,Pakistan,Dubai (DSC),2012-02-03,0,10
Australia,141,42.833333333333336,3.29,1,4,won,Sri Lanka,Sydney,2013-01-03,0,5
Zimbabwe,141,42.333333333333336,3.33,-65,3,lost,West Indies,Roseau,2013-03-20,0,10
England,141,42.833333333333336,3.29,9,2,won,New Zealand,Lord's,2022-06-02,0,10
South Africa,140,65.0,2.15,-288,2,draw,England,Lord's,1907-07-01,0,10
Australia,140,99.5,1.4,-42,3,lost,England,Leeds,1956-07-12,0,10
India,140,85.5,1.63,140,1,lost,England,The Oval,1959-08-20,0,10
Pakistan,140,64.0,2.18,71,3,draw,India,Kanpur,1960-12-16,0,3
Pakistan,140,52.0,2.69,-118,4,draw,New Zealand,Wellington,1965-01-22,0,7
Pakistan,140,69.0,2.02,140,1,lost,England,Nottingham,1967-08-10,0,10
New Zealand,140,77.16666666666667,1.81,-112,2,lost,India,Auckland,1968-03-07,0,10
New Zealand,140,55.666666666666664,2.51,-158,2,lost,India,Chennai,1976-11-26,0,10
West Indies,140,69.83333333333333,2.0,140,1,lost,New Zealand,Dunedin,1980-02-08,0,10
Australia,140,90.0,1.55,73,3,lost,Pakistan,Karachi,1980-02-27,0,10
Pakistan,140,64.0,2.18,-307,2,draw,England,Manchester,1987-06-04,0,5
Pakistan,140,48.833333333333336,2.86,13,2,lost,West Indies,Port of Spain,1993-04-16,0,10
West Indies,140,45.0,3.11,119,3,won,India,Bridgetown,1997-03-27,0,10
Zimbabwe,140,85.66666666666667,1.63,-329,2,lost,Sri Lanka,Kandy,1998-01-07,0,10
Australia,140,60.333333333333336,2.32,94,3,lost,Sri Lanka,Kandy,1999-09-09,0,10
South Africa,140,34.0,4.11,344,3,draw,Sri Lanka,Durban,2000-12-26,1,7
West Indies,140,76.16666666666667,1.83,-107,2,lost,South Africa,St John's,2001-04-06,0,10
India,140,56.0,2.5,-146,4,lost,Australia,Perth,2018-12-14,0,10
New Zealand,140,45.833333333333336,3.05,2,4,won,India,Southampton,2021-06-18,0,2
England,139,55.166666666666664,2.51,-111,4,lost,Australia,Melbourne,1932-12-30,0,10
West Indies,139,60.666666666666664,2.29,139,1,lost,England,Kingston,1954-03-30,0,10
Pakistan,139,66.83333333333333,2.07,-120,3,lost,England,Lord's,1978-06-15,0,10
Australia,139,55.666666666666664,2.49,139,1,lost,New Zealand,Auckland,1993-03-12,0,10
Zimbabwe,139,59.666666666666664,2.32,-99,4,lost,Pakistan,Harare,1995-02-15,0,10
West Indies,139,41.0,3.39,-29,3,lost,Pakistan,Rawalpindi,1997-11-29,0,10
Bangladesh,139,54.166666666666664,2.56,139,1,lost,West Indies,Dhaka,2002-12-08,0,10
Pakistan,139,37.0,3.75,3,4,won,Sri Lanka,Karachi,2004-10-28,0,4
Australia,139,56.0,2.48,463,3,won,New Zealand,Adelaide,2004-11-26,1,2
England,139,57.166666666666664,2.43,139,1,draw,South Africa,Durban,2004-12-26,0,10
West Indies,139,34.5,4.02,139,1,lost,South Africa,Durban,2008-01-10,0,10
Pakistan,139,38.0,3.65,-36,4,lost,Australia,Sydney,2010-01-03,0,10
West Indies,139,35.333333333333336,3.93,-64,4,lost,Bangladesh,Chattogram,2018-11-22,0,10
Sri Lanka,139,50.833333333333336,2.73,-40,3,lost,Australia,Brisbane,2019-01-24,0,10
South Africa,138,59.833333333333336,2.3,158,3,lost,England,Cape Town,1906-03-24,0,10
England,138,54.5,2.53,255,3,draw,South Africa,The Oval,1907-08-19,0,10
India,138,105.0,1.31,-55,3,lost,Australia,Chennai,1960-01-13,0,10
New Zealand,138,76.0,1.81,-129,4,draw,South Africa,Wellington,1964-02-21,0,6
New Zealand,138,84.83333333333333,1.62,64,3,draw,South Africa,Dunedin,1964-02-28,0,10
England,138,52.5,2.62,1,4,won,New Zealand,The Oval,1969-08-21,0,2
Australia,138,,2.36,138,1,won,England,Melbourne,1977-03-12,0,10
England,138,52.5,2.62,1,4,won,New Zealand,The Oval,1978-07-27,0,3
New Zealand,138,55.833333333333336,2.47,-225,2,lost,West Indies,Kingston,1985-05-04,0,10
England,138,61.833333333333336,2.23,64,3,lost,West Indies,Leeds,1988-07-21,0,10
Australia,138,38.0,3.63,287,3,draw,New Zealand,Hobart,1997-11-27,1,2
Bangladesh,138,37.166666666666664,3.71,-329,4,lost,England,Chattogram,2003-10-29,0,10
India,138,45.0,3.06,-239,3,lost,Sri Lanka,Colombo (SSC),2008-07-23,0,10
South Africa,138,57.5,2.4,-214,2,lost,Australia,Durban,2009-03-06,0,10
Sri Lanka,138,42.666666666666664,3.23,-303,2,lost,New Zealand,Christchurch,2014-12-26,0,10
Pakistan,138,42.833333333333336,3.22,138,1,lost,Sri Lanka,Colombo (PSS),2015-06-25,0,10
Sri Lanka,138,66.83333333333333,2.06,135,3,won,Pakistan,Abu Dhabi,2017-09-28,0,10
Australia,138,58.0,2.37,353,3,won,England,Adelaide,2017-12-02,0,10
West Indies,138,64.0,2.15,-381,2,lost,New Zealand,Hamilton,2020-12-03,0,10
Bangladesh,138,27.166666666666668,5.07,1,4,won,Ireland,Mirpur,2023-04-04,0,3
England,137,,2.74,208,3,won,Australia,Sydney,1888-02-10,0,10
England,137,,2.19,2,4,won,Australia,Lord's,1890-07-21,0,3
Australia,137,50.666666666666664,2.7,137,1,won,England,Sydney,1908-02-21,0,10
South Africa,137,,1.82,-276,2,lost,Australia,Johannesburg,1949-12-24,0,10
Australia,137,,2.98,2,4,won,West Indies,Sydney,1951-11-30,0,3
New Zealand,137,77.5,1.76,-205,4,lost,England,Birmingham,1958-06-05,0,10
South Africa,137,57.0,2.4,-73,3,lost,England,Lord's,1960-06-23,0,10
India,137,90.33333333333333,1.51,63,3,lost,Australia,Brabourne,1969-11-04,0,10
Pakistan,137,41.0,3.34,40,3,draw,England,Faisalabad,1984-03-12,0,4
England,137,40.0,3.42,238,3,draw,Pakistan,Faisalabad,1987-12-07,1,6
Sri Lanka,137,46.666666666666664,2.93,-16,3,draw,Pakistan,Sialkot,1991-12-12,0,5
Zimbabwe,137,50.5,2.71,-177,4,lost,New Zealand,Harare,1992-11-07,0,10
India,137,53.5,2.56,-329,4,lost,South Africa,Eden Gardens,1996-11-27,0,10
England,137,62.166666666666664,2.2,-242,4,lost,West Indies,Georgetown,1998-02-27,0,10
West Indies,137,41.333333333333336,3.31,-240,4,lost,Sri Lanka,Kandy,2005-07-22,0,10
Bangladesh,137,46.166666666666664,2.96,137,1,lost,New Zealand,Dunedin,2008-01-04,0,10
New Zealand,137,41.0,3.34,-263,4,draw,South Africa,Dunedin,2012-03-07,0,2
Sri Lanka,137,41.0,3.34,509,3,won,Pakistan,Galle,2012-06-22,1,5
Sri Lanka,137,46.333333333333336,2.95,1,4,won,Pakistan,Dubai (DSC),2014-01-08,0,1
Australia,137,53.833333333333336,2.54,105,3,lost,India,Dharamsala,2017-03-25,0,10
West Indies,137,45.666666666666664,3.0,-209,3,lost,England,Birmingham,2017-08-17,0,10
Pakistan,136,84.5,1.6,213,3,draw,India,Lahore,1955-01-29,1,5
New Zealand,136,77.66666666666667,1.75,-27,3,lost,India,Brabourne,1955-12-02,0,10
India,136,78.33333333333333,1.73,-41,2,lost,Australia,Eden Gardens,1956-11-02,0,10
India,136,69.33333333333333,1.96,-94,4,lost,Australia,Eden Gardens,1956-11-02,0,10
Australia,136,,2.74,3,4,won,South Africa,Melbourne,1964-01-01,0,2
Australia,136,56.166666666666664,2.42,19,3,lost,England,Leeds,1972-07-27,0,10
India,136,42.0,3.23,3,4,won,England,Lord's,1986-06-05,0,5
England,136,60.666666666666664,2.24,136,1,lost,Pakistan,Leeds,1987-07-02,0,10
Sri Lanka,136,54.0,2.51,-149,4,draw,Australia,Colombo (RPS),1992-08-28,0,2
West Indies,136,59.833333333333336,2.27,8,2,won,Australia,Port of Spain,1995-04-21,0,10
Zimbabwe,136,49.0,2.77,-6,3,draw,Sri Lanka,Bulawayo,1999-11-18,0,3
India,136,69.0,1.97,-70,3,draw,New Zealand,Mohali,2003-10-16,0,4
New Zealand,136,34.5,3.94,-59,3,lost,South Africa,Centurion,2007-11-16,0,10
Sri Lanka,136,47.5,2.86,-170,4,lost,India,Galle,2008-07-31,0,10
India,136,38.666666666666664,3.51,136,1,lost,South Africa,Centurion,2010-12-16,0,10
Australia,136,51.0,2.66,-14,2,lost,New Zealand,Hobart,2011-12-09,0,10
India,136,33.5,4.05,4,4,won,Australia,Mohali,2013-03-14,0,4
England,136,52.666666666666664,2.58,-159,2,lost,Australia,Brisbane,2013-11-21,0,10
Australia,136,36.666666666666664,3.7,136,1,lost,England,Birmingham,2015-07-29,0,10
New Zealand,136,47.833333333333336,2.84,-279,4,lost,Australia,Sydney,2020-01-03,0,10
India,135,59.666666666666664,2.26,135,1,lost,Australia,Delhi,1959-12-12,0,10
Australia,135,43.0,3.13,1,4,won,West Indies,Georgetown,1973-04-06,0,0
West Indies,135,69.0,1.95,-183,4,draw,Australia,Port of Spain,1973-04-21,0,5
Australia,135,76.83333333333333,1.75,-153,2,draw,England,Leeds,1975-08-14,0,10
India,135,75.0,1.8,-195,4,draw,Australia,Adelaide,1981-01-23,0,8
India,135,28.0,4.82,-39,4,draw,Sri Lanka,Chennai,1982-09-17,0,7
Pakistan,135,46.0,2.93,241,3,draw,India,Lahore,1982-12-10,0,1
Pakistan,135,99.0,1.36,207,3,draw,India,Ahmedabad,1987-03-04,0,2
England,135,60.333333333333336,2.23,135,1,lost,West Indies,Manchester,1988-06-30,0,10
Bangladesh,135,41.0,3.29,-74,3,lost,New Zealand,Wellington,2001-12-26,0,10
Australia,135,31.5,4.28,3,4,won,New Zealand,Christchurch,2005-03-10,0,1
Bangladesh,135,51.333333333333336,2.62,135,1,lost,Pakistan,Chattogram,2011-12-09,0,10
Sri Lanka,135,37.666666666666664,3.58,-352,2,lost,India,Pallekele,2017-08-12,0,10
India,135,42.666666666666664,3.16,-72,4,lost,South Africa,Cape Town,2018-01-05,0,10
Sri Lanka,135,46.166666666666664,2.92,135,1,lost,England,Galle,2021-01-14,0,10
Afghanistan,135,45.5,2.96,16,3,lost,Zimbabwe,Abu Dhabi,2021-03-02,0,10
England,135,54.833333333333336,2.46,-25,3,lost,India,Ahmedabad,2021-03-04,0,10
West Indies,135,65.0,2.07,-146,4,draw,England,Bridgetown,2022-03-16,0,5
England,134,,2.5,60,3,lost,Australia,Sydney,1882-03-03,0,10
South Africa,134,,3.7,-197,3,lost,England,Johannesburg,1896-03-02,0,10
England,134,61.166666666666664,2.19,-13,2,won,India,Lord's,1936-06-27,0,10
New Zealand,134,53.666666666666664,2.49,-130,4,lost,England,Manchester,1937-07-24,0,10
South Africa,134,,1.24,188,3,won,England,Gqeberha,1957-03-01,0,10
England,134,,1.68,134,1,lost,Australia,Brisbane,1958-12-05,0,10
Pakistan,134,100.5,1.33,109,3,lost,Australia,Dhaka,1959-11-13,0,10
New Zealand,134,37.166666666666664,3.6,2,4,won,Sri Lanka,Wellington,1983-03-11,0,4
Australia,134,50.166666666666664,2.67,-15,2,lost,West Indies,Bridgetown,1991-04-19,0,10
Zimbabwe,134,62.833333333333336,2.13,-131,4,lost,Pakistan,Karachi,1993-12-01,0,10
Pakistan,134,60.833333333333336,2.2,-259,4,lost,South Africa,Gqeberha,1998-03-06,0,10
England,134,48.333333333333336,2.77,-133,2,won,West Indies,Lord's,2000-06-29,0,10
Bangladesh,134,41.166666666666664,3.25,134,1,lost,Pakistan,Multan,2001-08-29,0,10
South Africa,134,26.0,5.15,320,3,draw,England,Birmingham,2003-07-24,1,4
West Indies,134,57.333333333333336,2.33,242,3,draw,India,Wankhede,2011-11-22,0,10
Bangladesh,134,54.166666666666664,2.47,-255,2,lost,Zimbabwe,Harare,2013-04-17,0,10
Sri Lanka,134,43.666666666666664,3.06,-278,4,lost,India,Colombo (PSS),2015-08-20,0,10
West Indies,134,45.666666666666664,2.93,134,1,lost,New Zealand,Wellington,2017-12-01,0,10
Pakistan,134,46.0,2.91,-55,3,lost,England,Leeds,2018-06-01,0,10
England,134,59.833333333333336,2.23,-195,2,lost,India,Chennai,2021-02-13,0,10
Zimbabwe,134,46.333333333333336,2.89,-116,3,lost,Pakistan,Harare,2021-04-29,0,10
Zimbabwe,134,54.0,2.48,-137,4,draw,West Indies,Bulawayo,2023-02-04,0,6
England,133,,1.73,133,1,lost,Australia,Sydney,1882-02-17,0,10
England,133,,2.09,-48,2,lost,Australia,Sydney,1885-02-20,0,10
Australia,133,43.833333333333336,3.03,319,3,won,England,Melbourne,1904-03-05,0,10
Australia,133,60.0,2.21,133,1,lost,England,Adelaide,1912-01-12,0,10
England,133,59.166666666666664,2.24,133,1,won,South Africa,Cape Town,1927-12-31,0,10
West Indies,133,,2.8,-31,2,draw,England,Manchester,1939-07-22,0,10
Pakistan,133,51.666666666666664,2.57,133,1,won,England,The Oval,1954-08-12,0,10
Australia,133,58.833333333333336,2.26,1,4,won,West Indies,Georgetown,1955-04-26,0,2
England,133,54.333333333333336,2.44,133,1,won,South Africa,Lord's,1955-06-23,0,10
New Zealand,133,72.33333333333333,1.83,-99,3,lost,England,Christchurch,1959-02-27,0,10
West Indies,133,49.5,2.68,133,1,draw,New Zealand,Bridgetown,1972-03-23,0,10
England,133,52.0,2.55,-116,3,draw,West Indies,Lord's,1980-06-19,0,2
West Indies,133,65.0,2.04,-97,4,draw,Australia,Brisbane,1992-11-27,0,8
Zimbabwe,133,57.833333333333336,2.29,133,1,lost,Pakistan,Faisalabad,1996-10-24,0,10
South Africa,133,38.5,3.45,-360,3,lost,Australia,Johannesburg,2002-02-22,0,10
South Africa,133,50.0,2.66,-98,3,lost,England,Durban,2009-12-26,0,10
Sri Lanka,133,36.5,3.64,188,3,lost,New Zealand,Hamilton,2015-12-18,0,10
Pakistan,133,55.833333333333336,2.38,133,1,lost,New Zealand,Christchurch,2016-11-17,0,10
England,133,44.333333333333336,3.0,-340,4,lost,South Africa,Nottingham,2017-07-14,0,10
South Africa,133,48.0,2.77,-202,3,lost,India,Ranchi,2019-10-19,0,10
Pakistan,133,32.833333333333336,4.05,3,4,won,Sri Lanka,Galle,2023-07-16,0,6
Australia,132,,1.84,132,1,lost,England,Lord's,1890-07-21,0,10
South Africa,132,51.5,2.56,-264,2,lost,England,Leeds,1924-07-12,0,10
England,132,42.333333333333336,3.11,-148,4,draw,South Africa,Durban,1928-01-21,0,2
South Africa,132,,2.05,-259,3,lost,Australia,Gqeberha,1950-03-03,0,10
England,132,63.833333333333336,2.06,1,4,won,Australia,The Oval,1953-08-15,0,2
New Zealand,132,56.5,2.33,48,3,lost,England,Dunedin,1955-03-11,0,10
India,132,59.5,2.21,132,1,draw,New Zealand,Eden Gardens,1955-12-28,0,10
West Indies,132,36.333333333333336,3.63,-5,3,lost,England,Leeds,1957-07-25,0,10
West Indies,132,37.833333333333336,3.48,1,4,won,England,Port of Spain,1974-02-02,0,3
Australia,132,54.166666666666664,2.43,1,4,won,England,Nottingham,1981-06-18,0,6
Pakistan,132,51.5,2.56,132,1,lost,Sri Lanka,Colombo (CCC),1986-03-14,0,10
West Indies,132,62.0,2.12,-194,4,draw,India,Nagpur,1994-12-01,0,5
New Zealand,132,62.0,2.12,-186,4,lost,Australia,Brisbane,1997-11-07,0,10
West Indies,132,52.0,2.53,-142,4,draw,Pakistan,Bridgetown,2000-05-18,0,4
New Zealand,132,45.666666666666664,2.89,1,4,won,Zimbabwe,Bulawayo,2000-09-12,0,3
Bangladesh,132,64.0,2.06,132,1,lost,New Zealand,Wellington,2001-12-26,0,10
Australia,132,39.0,3.38,530,3,won,England,Adelaide,2013-12-05,1,3
Zimbabwe,132,68.66666666666667,1.92,-254,4,lost,New Zealand,Bulawayo,2016-08-06,0,10
South Africa,132,47.0,2.8,399,3,won,New Zealand,Centurion,2016-08-27,1,7
England,132,42.166666666666664,3.13,13,3,lost,West Indies,North Sound,2019-01-31,0,10
New Zealand,132,36.0,3.66,1,4,won,India,Christchurch,2020-02-29,0,3
Zimbabwe,132,60.666666666666664,2.17,-378,2,lost,Pakistan,Harare,2021-05-07,0,10
West Indies,132,56.166666666666664,2.35,-164,4,lost,Sri Lanka,Galle,2021-11-29,0,10
New Zealand,132,40.0,3.3,132,1,lost,England,Lord's,2022-06-02,0,10
Australia,131,51.5,2.54,-118,2,lost,England,Sydney,1904-02-26,0,10
Australia,131,30.5,4.29,3,4,won,England,Lord's,1921-06-11,0,2
New Zealand,131,60.5,2.16,62,3,lost,England,Christchurch,1930-01-10,0,10
Pakistan,131,65.16666666666667,2.01,-297,2,lost,England,Leeds,1962-07-05,0,10
West Indies,131,48.0,2.72,61,3,lost,Australia,Port of Spain,1965-05-14,0,10
New Zealand,131,75.83333333333333,1.72,-230,4,lost,England,Lord's,1969-07-24,0,10
England,131,55.0,2.38,131,1,lost,West Indies,Port of Spain,1974-02-02,0,10
Australia,131,,1.98,131,1,lost,India,Sydney,1978-01-07,0,10
West Indies,131,32.5,4.03,4,4,won,England,Leeds,1984-07-12,0,2
Pakistan,131,53.666666666666664,2.44,131,1,lost,West Indies,Lahore,1986-11-07,0,10
Pakistan,131,26.0,5.03,265,3,won,Zimbabwe,Karachi,1993-12-01,1,3
New Zealand,131,54.5,2.4,-164,4,lost,Sri Lanka,Colombo (SSC),1998-06-10,0,10
Pakistan,131,42.0,3.11,1,4,won,Sri Lanka,Colombo (SSC),2000-06-14,0,5
New Zealand,131,59.666666666666664,2.19,-299,4,lost,Pakistan,Auckland,2001-03-08,0,10
Zimbabwe,131,57.166666666666664,2.29,131,1,draw,West Indies,Harare,2001-07-27,0,10
South Africa,131,56.333333333333336,2.32,-70,4,lost,England,Nottingham,2003-08-14,0,10
New Zealand,131,50.0,2.62,132,3,lost,Australia,Christchurch,2005-03-10,0,10
Bangladesh,131,48.833333333333336,2.68,131,1,lost,Sri Lanka,Kandy,2007-07-11,0,10
Bangladesh,131,36.666666666666664,3.57,-48,3,lost,South Africa,Centurion,2008-11-26,0,10
South Africa,131,37.333333333333336,3.5,-74,2,lost,India,Durban,2010-12-26,0,10
Australia,131,67.0,1.95,-135,3,lost,India,Hyderabad,2013-03-02,0,10
West Indies,131,42.5,3.08,-220,3,lost,South Africa,Centurion,2014-12-17,0,10
Sri Lanka,131,45.666666666666664,2.86,-295,2,lost,South Africa,Johannesburg,2017-01-12,0,10
West Indies,131,56.666666666666664,2.31,-329,2,lost,New Zealand,Wellington,2020-12-11,0,10
Afghanistan,131,47.0,2.78,131,1,lost,Zimbabwe,Abu Dhabi,2021-03-02,0,10
England,130,49.333333333333336,2.63,-16,3,lost,South Africa,Cape Town,1906-03-30,0,10
South Africa,130,75.5,1.72,-297,2,lost,England,Manchester,1929-07-27,0,10
England,130,36.833333333333336,3.52,2,4,won,South Africa,Manchester,1947-07-05,0,3
England,130,59.5,2.18,-3,2,lost,Pakistan,The Oval,1954-08-12,0,10
England,130,,1.67,-58,4,lost,South Africa,Gqeberha,1957-03-01,0,10
Pakistan,130,44.833333333333336,2.89,130,1,draw,England,Lord's,1974-08-08,1,9
Australia,130,30.333333333333332,4.28,-101,2,lost,England,Manchester,1981-08-13,0,10
England,130,79.33333333333333,1.63,-87,3,lost,Pakistan,Lahore,1987-11-25,0,10
New Zealand,130,77.0,1.68,-173,4,draw,England,Christchurch,1988-02-12,0,4
West Indies,130,29.333333333333332,4.43,1,4,won,Pakistan,Faisalabad,1990-11-23,0,3
South Africa,130,97.0,1.34,214,3,draw,India,Cape Town,1993-01-02,1,6
New Zealand,130,65.0,2.0,-165,4,draw,West Indies,St John's,1996-04-27,0,5
West Indies,130,47.833333333333336,2.71,130,1,lost,Australia,Adelaide,1997-01-25,0,10
South Africa,130,69.0,1.88,-196,3,lost,Australia,Johannesburg,1997-02-28,0,10
Australia,130,43.0,3.02,1,4,won,West Indies,Adelaide,2000-12-15,0,5
Sri Lanka,130,41.0,3.17,-64,3,lost,South Africa,Johannesburg,2002-11-08,0,10
New Zealand,130,39.166666666666664,3.31,-138,2,lost,Sri Lanka,Wellington,2006-12-15,0,10
England,130,33.0,3.93,-122,4,draw,South Africa,Leeds,2012-08-02,0,4
Australia,130,23.166666666666668,5.61,3,4,won,India,Brisbane,2014-12-17,0,6
South Africa,130,41.333333333333336,3.14,207,3,won,India,Cape Town,2018-01-05,0,10
Ireland,130,47.333333333333336,2.74,-180,2,lost,Pakistan,Dublin (Malahide),2018-05-11,0,10
India,130,47.0,2.76,-159,3,lost,England,Lord's,2018-08-09,0,10
England,130,22.5,5.77,1,4,won,South Africa,The Oval,2022-09-08,0,1
West Indies,130,50.5,2.57,-141,3,lost,India,Roseau,2023-07-12,0,10
South Africa,129,,2.14,65,3,lost,England,Gqeberha,1889-03-12,0,10
West Indies,129,52.666666666666664,2.44,-71,3,lost,England,The Oval,1928-08-11,0,10
India,129,79.83333333333333,1.61,-142,4,lost,West Indies,Bridgetown,1953-02-07,0,10
New Zealand,129,101.33333333333333,1.27,-71,3,lost,England,Leeds,1958-07-03,0,10
New Zealand,129,102.66666666666667,1.25,203,3,draw,England,Auckland,1966-03-11,0,10
Pakistan,129,40.333333333333336,3.19,-307,2,lost,Australia,Perth,1983-11-11,0,10
Australia,129,46.5,2.77,-94,3,lost,England,The Oval,1985-08-29,0,10
South Africa,129,105.83333333333333,1.21,-191,4,lost,Australia,Adelaide,1994-01-28,0,10
West Indies,129,19.0,6.78,4,4,won,England,Leeds,1995-06-08,0,1
England,129,31.833333333333332,4.05,1,4,won,Australia,Nottingham,2005-08-25,0,7
West Indies,129,49.0,2.63,-379,4,lost,Australia,Brisbane,2005-11-03,0,10
England,129,73.0,1.76,167,3,lost,Australia,Adelaide,2006-12-01,0,10
Sri Lanka,129,45.0,2.86,64,3,draw,India,Colombo (SSC),2010-07-26,1,3
West Indies,129,45.0,2.86,334,3,won,Bangladesh,Kingston,2018-07-12,0,10
England,129,19.0,6.78,311,3,won,West Indies,Manchester,2020-07-16,1,3
West Indies,129,37.166666666666664,3.47,-269,4,lost,England,Manchester,2020-07-24,0,10
England,128,,2.52,159,3,draw,West Indies,Manchester,1939-07-22,1,6
England,128,,3.42,1,4,won,South Africa,Durban,1948-12-16,0,8
England,128,55.0,2.32,4,4,won,India,Leeds,1952-06-05,0,3
West Indies,128,,2.43,78,3,lost,Australia,Sydney,1976-01-03,0,10
Pakistan,128,20.666666666666668,6.19,3,4,won,India,Lahore,1978-10-27,0,2
Pakistan,128,61.166666666666664,2.09,128,1,draw,West Indies,Karachi,1980-12-22,0,10
New Zealand,128,54.0,2.37,-64,4,draw,Australia,Melbourne,1980-12-26,0,6
India,128,50.666666666666664,2.52,-305,2,lost,England,Lord's,1982-06-10,0,10
England,128,63.5,2.01,-279,4,lost,India,Leeds,1986-06-19,0,10
Australia,128,40.0,3.2,1,4,won,India,Melbourne,1991-12-26,0,2
Australia,128,47.0,2.72,128,1,lost,West Indies,Port of Spain,1995-04-21,0,10
South Africa,128,67.0,1.91,-246,4,lost,Australia,Adelaide,2001-12-14,0,10
West Indies,128,52.666666666666664,2.43,232,3,won,Zimbabwe,Bulawayo,2003-11-12,0,10
Australia,128,53.5,2.39,-233,2,lost,England,Lord's,2013-07-18,0,10
South Africa,128,44.5,2.87,196,3,lost,Sri Lanka,Gqeberha,2019-02-21,0,10
Australia,127,,3.46,-155,4,draw,England,Melbourne,1881-12-31,0,3
West Indies,127,51.5,2.46,127,1,lost,England,Lord's,1957-06-20,0,10
India,127,57.0,2.22,-140,4,draw,Pakistan,Eden Gardens,1960-12-30,0,4
Australia,127,67.0,1.89,-146,3,draw,England,Lord's,1968-06-20,0,4
New Zealand,127,69.83333333333333,1.81,-60,4,lost,India,Brabourne,1969-09-25,0,10
England,127,23.666666666666668,5.36,3,4,won,India,Delhi,1984-12-12,0,2
Australia,127,46.0,2.76,1,4,won,England,Lord's,1985-06-27,0,6
West Indies,127,47.166666666666664,2.69,52,2,won,India,Delhi,1987-11-25,0,10
West Indies,127,38.333333333333336,3.31,127,1,won,Pakistan,Port of Spain,1993-04-16,0,10
Zimbabwe,127,73.5,1.72,-77,3,lost,Sri Lanka,Colombo (RPS),1996-09-11,0,10
England,127,70.83333333333333,1.79,127,1,lost,West Indies,St John's,1998-03-20,0,10
New Zealand,127,54.0,2.35,-147,3,draw,South Africa,Christchurch,1999-03-11,0,1
Australia,127,39.833333333333336,3.18,315,3,won,Pakistan,Colombo (PSS),2002-10-03,0,10
Australia,127,27.833333333333332,4.56,2,4,won,Pakistan,Melbourne,2004-12-26,0,1
South Africa,127,31.0,4.09,-32,3,draw,West Indies,St John's,2005-04-29,0,1
Australia,127,44.333333333333336,2.86,127,1,won,Pakistan,Sydney,2010-01-03,0,10
Sri Lanka,127,43.0,2.95,-215,4,draw,England,Lord's,2011-06-03,0,3
Australia,127,40.833333333333336,3.11,1,4,won,South Africa,Adelaide,2016-11-24,0,3
West Indies,127,46.166666666666664,2.75,71,3,lost,India,Hyderabad,2018-10-12,0,10
Australia,126,,1.64,4,3,lost,England,Melbourne,1885-01-01,0,10
Australia,126,,1.69,-106,3,lost,England,Lord's,1886-07-19,0,10
South Africa,126,52.333333333333336,2.4,126,1,won,England,Johannesburg,1930-12-24,0,10
England,126,47.5,2.65,2,4,won,India,Leeds,1967-06-08,0,4
England,126,63.833333333333336,1.97,-425,4,lost,West Indies,Manchester,1976-07-08,0,10
India,126,41.833333333333336,3.01,-147,2,draw,Pakistan,Delhi,1979-12-04,0,10
England,126,46.666666666666664,2.7,-100,2,won,New Zealand,Birmingham,1999-07-01,0,10
England,126,60.5,2.08,-37,3,lost,South Africa,Cape Town,2000-01-02,0,10
India,126,45.833333333333336,2.74,5,4,won,Zimbabwe,Delhi,2002-02-28,0,6
Sri Lanka,126,34.0,3.7,3,3,draw,West Indies,Gros Islet,2003-06-20,0,0
Bangladesh,126,54.833333333333336,2.29,-99,3,lost,New Zealand,Dhaka,2004-10-19,0,10
